order_item_id,order_id,product_id,quantity,unit_price,subtotal
ITEM000140,ORD00055,PROD0069,1,15000,15000
ITEM000141,ORD00056,PROD0079,2,30000,60000
ITEM000142,ORD00056,PROD0083,2,12000,24000
ITEM000143,ORD00056,PROD0002,1,25000,25000
ITEM000144,ORD00057,PROD0116,2,45000,90000
ITEM000145,ORD00057,PROD0052,3,12000,36000
ITEM000146,ORD00057,PROD0067,2,30000,60000
ITEM000147,ORD00057,PROD0055,3,9000,27000
ITEM000148,ORD00058,PROD0028,1,5000,5000
ITEM000149,ORD00059,PROD0103,1,50000,50000
ITEM000150,ORD00059,PROD0098,1,15000,15000
ITEM000151,ORD00060,PROD0028,1,5000,5000
ITEM000152,ORD00060,PROD0032,2,35000,70000
ITEM000153,ORD00060,PROD0048,3,50000,150000
ITEM000154,ORD00060,PROD0110,1,20000,20000
ITEM000155,ORD00061,PROD0123,3,90000,270000
ITEM000156,ORD00061,PROD0009,3,12000,36000
ITEM000157,ORD00061,PROD0001,2,30000,60000
ITEM000158,ORD00062,PROD0036,3,35000,105000
ITEM000159,ORD00062,PROD0090,2,12000,24000
ITEM000160,ORD00062,PROD0082,1,15000,15000
ITEM000161,ORD00063,PROD0004,3,17000,51000
ITEM000162,ORD00063,PROD0017,1,50000,50000
ITEM000163,ORD00063,PROD0028,3,5000,15000
ITEM000164,ORD00063,PROD0116,1,45000,45000
ITEM000165,ORD00064,PROD0069,2,15000,30000
ITEM000166,ORD00065,PROD0020,2,12000,24000
ITEM000167,ORD00065,PROD0045,3,25000,75000
ITEM000168,ORD00065,PROD0024,3,12000,36000
ITEM000169,ORD00066,PROD0040,3,40000,120000
ITEM000170,ORD00066,PROD0011,2,100000,200000
ITEM000171,ORD00067,PROD0027,3,12000,36000
ITEM000172,ORD00067,PROD0082,1,15000,15000
ITEM000173,ORD00067,PROD0023,3,25000,75000
ITEM000174,ORD00067,PROD0009,2,12000,24000
ITEM000175,ORD00068,PROD0003,1,20000,20000
ITEM000176,ORD00068,PROD0039,2,20000,40000
ITEM000177,ORD00068,PROD0092,1,25000,25000
ITEM000178,ORD00069,PROD0025,2,5000,10000
ITEM000179,ORD00069,PROD0041,1,20000,20000
ITEM000180,ORD00069,PROD0078,3,12000,36000
ITEM000181,ORD00070,PROD0009,2,12000,24000
ITEM000182,ORD00070,PROD0024,2,12000,24000
ITEM000183,ORD00070,PROD0053,3,40000,120000
ITEM000184,ORD00070,PROD0096,1,8000,8000
ITEM000185,ORD00071,PROD0116,1,45000,45000
ITEM000186,ORD00072,PROD0042,1,9000,9000
ITEM000187,ORD00072,PROD0105,2,12000,24000
ITEM000188,ORD00072,PROD0073,2,15000,30000
ITEM000189,ORD00073,PROD0027,2,12000,24000
ITEM000190,ORD00073,PROD0082,3,15000,45000
ITEM000191,ORD00074,PROD0041,2,20000,40000
ITEM000192,ORD00074,PROD0088,2,31000,62000
ITEM000193,ORD00074,PROD0091,1,16000,16000
ITEM000194,ORD00075,PROD0115,3,40000,120000
ITEM000195,ORD00075,PROD0093,1,24000,24000
ITEM000196,ORD00075,PROD0039,3,20000,60000
ITEM000197,ORD00075,PROD0014,2,60000,120000
ITEM000198,ORD00076,PROD0054,2,25000,50000
ITEM000199,ORD00076,PROD0017,2,50000,100000
ITEM000200,ORD00077,PROD0098,1,15000,15000
ITEM000201,ORD00078,PROD0116,3,45000,135000
ITEM000202,ORD00078,PROD0042,2,9000,18000
ITEM000203,ORD00078,PROD0106,1,25000,25000
ITEM000204,ORD00079,PROD0015,2,40000,80000
ITEM000205,ORD00079,PROD0022,2,45000,90000
ITEM000206,ORD00080,PROD0052,1,12000,12000
ITEM000207,ORD00080,PROD0071,1,20000,20000
ITEM000208,ORD00081,PROD0001,1,30000,30000
ITEM000209,ORD00081,PROD0022,2,45000,90000
ITEM000210,ORD00081,PROD0010,3,18000,54000
ITEM000211,ORD00082,PROD0071,3,20000,60000
ITEM000212,ORD00082,PROD0054,3,25000,75000
ITEM000213,ORD00082,PROD0049,2,20000,40000
ITEM000214,ORD00083,PROD0084,1,9000,9000
ITEM000215,ORD00083,PROD0123,2,90000,180000
ITEM000216,ORD00083,PROD0116,3,45000,135000
ITEM000217,ORD00084,PROD0112,1,12000,12000
ITEM000218,ORD00084,PROD0071,2,20000,40000
ITEM000219,ORD00084,PROD0008,1,28000,28000
ITEM000220,ORD00084,PROD0059,1,234000,234000
ITEM000221,ORD00085,PROD0114,1,50000,50000
ITEM000222,ORD00085,PROD0054,2,25000,50000
ITEM000223,ORD00086,PROD0070,2,22000,44000
ITEM000224,ORD00086,PROD0081,3,12000,36000
ITEM000225,ORD00087,PROD0059,2,234000,468000
ITEM000226,ORD00087,PROD0021,2,45000,90000
ITEM000227,ORD00087,PROD0115,2,40000,80000
ITEM000228,ORD00087,PROD0053,3,40000,120000
ITEM000229,ORD00088,PROD0052,1,12000,12000
ITEM000230,ORD00089,PROD0110,1,20000,20000
ITEM000231,ORD00089,PROD0040,2,40000,80000
ITEM000232,ORD00089,PROD0005,2,25000,50000
ITEM000233,ORD00090,PROD0046,1,173000,173000
ITEM000234,ORD00090,PROD0010,2,18000,36000
ITEM000235,ORD00090,PROD0051,3,8000,24000
ITEM000236,ORD00090,PROD0080,3,10000,30000
ITEM000237,ORD00091,PROD0063,2,12000,24000
ITEM000238,ORD00091,PROD0064,1,10000,10000
ITEM000239,ORD00091,PROD0032,3,35000,105000
ITEM000240,ORD00092,PROD0032,1,35000,35000
ITEM000241,ORD00092,PROD0052,1,12000,12000
ITEM000242,ORD00092,PROD0119,2,75000,150000
ITEM000243,ORD00093,PROD0016,2,150000,300000
ITEM000244,ORD00093,PROD0080,2,10000,20000
ITEM000245,ORD00093,PROD0093,2,24000,48000
ITEM000246,ORD00093,PROD0039,1,20000,20000
ITEM000247,ORD00094,PROD0016,2,150000,300000
ITEM000248,ORD00095,PROD0105,2,12000,24000
ITEM000249,ORD00095,PROD0023,3,25000,75000
ITEM000250,ORD00095,PROD0074,3,18000,54000
ITEM000251,ORD00096,PROD0032,1,35000,35000
ITEM000252,ORD00096,PROD0090,1,12000,12000
ITEM000253,ORD00096,PROD0040,1,40000,40000
ITEM000254,ORD00096,PROD0052,1,12000,12000
ITEM000255,ORD00097,PROD0023,3,25000,75000
ITEM000256,ORD00097,PROD0050,2,5000,10000
ITEM000257,ORD00097,PROD0067,2,30000,60000
ITEM000258,ORD00098,PROD0033,3,15000,45000
ITEM000259,ORD00098,PROD0065,2,10000,20000
ITEM000260,ORD00099,PROD0067,2,30000,60000
ITEM000261,ORD00100,PROD0077,1,6000,6000
ITEM000262,ORD00100,PROD0065,3,10000,30000
ITEM000263,ORD00100,PROD0027,2,12000,24000
ITEM000264,ORD00101,PROD0086,2,22000,44000
ITEM000265,ORD00102,PROD0056,2,15000,30000
ITEM000266,ORD00103,PROD0061,2,20000,40000
ITEM000267,ORD00103,PROD0025,3,5000,15000
ITEM000268,ORD00104,PROD0079,2,30000,60000
ITEM000269,ORD00105,PROD0082,1,15000,15000
ITEM000270,ORD00105,PROD0056,3,15000,45000
ITEM000271,ORD00105,PROD0090,1,12000,12000
ITEM000272,ORD00106,PROD0073,1,15000,15000
ITEM000273,ORD00107,PROD0109,1,9000,9000
ITEM000274,ORD00108,PROD0075,3,20000,60000
ITEM000275,ORD00108,PROD0067,2,30000,60000
ITEM000276,ORD00108,PROD0038,1,30000,30000
ITEM000277,ORD00109,PROD0103,2,50000,100000
ITEM000278,ORD00110,PROD0052,2,12000,24000
ITEM000279,ORD00111,PROD0113,1,10000,10000
ITEM000280,ORD00112,PROD0073,1,15000,15000
ITEM000281,ORD00112,PROD0094,1,8000,8000
ITEM000282,ORD00113,PROD0115,1,40000,40000
ITEM000283,ORD00113,PROD0069,1,15000,15000
ITEM000284,ORD00113,PROD0110,2,20000,40000
ITEM000285,ORD00114,PROD0049,3,20000,60000
ITEM000286,ORD00114,PROD0005,2,25000,50000
ITEM000287,ORD00115,PROD0071,2,20000,40000
ITEM000288,ORD00115,PROD0023,1,25000,25000
ITEM000289,ORD00115,PROD0092,1,25000,25000
ITEM000290,ORD00115,PROD0066,2,25000,50000
ITEM000291,ORD00116,PROD0123,3,90000,270000
ITEM000292,ORD00117,PROD0064,2,10000,20000
ITEM000293,ORD00117,PROD0103,1,50000,50000
ITEM000294,ORD00118,PROD0010,1,18000,18000
ITEM000295,ORD00118,PROD0016,1,150000,150000
ITEM000296,ORD00119,PROD0052,1,12000,12000
ITEM000297,ORD00119,PROD0114,3,50000,150000
ITEM000298,ORD00119,PROD0071,3,20000,60000
ITEM000299,ORD00119,PROD0059,2,234000,468000
ITEM000300,ORD00120,PROD0085,1,48000,48000
ITEM000301,ORD00121,PROD0081,3,12000,36000
ITEM000302,ORD00122,PROD0018,2,125000,250000
ITEM000303,ORD00122,PROD0019,2,15000,30000
ITEM000304,ORD00123,PROD0035,3,5000,15000
ITEM000305,ORD00123,PROD0042,1,9000,9000
ITEM000306,ORD00124,PROD0030,3,10000,30000
ITEM000307,ORD00124,PROD0036,1,35000,35000
ITEM000308,ORD00124,PROD0003,3,20000,60000
ITEM000309,ORD00124,PROD0051,3,8000,24000
ITEM000310,ORD00125,PROD0115,2,40000,80000
ITEM000311,ORD00126,PROD0096,2,8000,16000
ITEM000312,ORD00126,PROD0115,1,40000,40000
ITEM000313,ORD00126,PROD0078,2,12000,24000
ITEM000314,ORD00127,PROD0117,2,100000,200000
ITEM000315,ORD00127,PROD0080,3,10000,30000
ITEM000316,ORD00128,PROD0093,1,24000,24000
ITEM000317,ORD00129,PROD0015,2,40000,80000
ITEM000318,ORD00129,PROD0019,1,15000,15000
ITEM000319,ORD00130,PROD0043,3,18000,54000
ITEM000320,ORD00130,PROD0093,1,24000,24000
ITEM000321,ORD00130,PROD0025,3,5000,15000
ITEM000322,ORD00130,PROD0012,1,75000,75000
ITEM000323,ORD00131,PROD0097,2,10000,20000
ITEM000324,ORD00131,PROD0035,3,5000,15000
ITEM000325,ORD00132,PROD0122,1,60000,60000
ITEM000326,ORD00133,PROD0018,3,125000,375000
ITEM000327,ORD00134,PROD0119,1,75000,75000
ITEM000328,ORD00134,PROD0070,2,22000,44000
ITEM000329,ORD00134,PROD0113,1,10000,10000
ITEM000330,ORD00135,PROD0025,3,5000,15000
ITEM000331,ORD00135,PROD0027,2,12000,24000
ITEM000332,ORD00135,PROD0034,1,20000,20000
ITEM000333,ORD00136,PROD0070,2,22000,44000
ITEM000334,ORD00137,PROD0095,1,12000,12000
ITEM000335,ORD00137,PROD0052,1,12000,12000
ITEM000336,ORD00138,PROD0022,2,45000,90000
ITEM000337,ORD00138,PROD0008,1,28000,28000
ITEM000338,ORD00138,PROD0009,2,12000,24000
ITEM000339,ORD00138,PROD0122,2,60000,120000
ITEM000340,ORD00139,PROD0021,2,45000,90000
ITEM000341,ORD00139,PROD0070,1,22000,22000
ITEM000342,ORD00140,PROD0119,3,75000,225000
ITEM000343,ORD00140,PROD0081,1,12000,12000
ITEM000344,ORD00140,PROD0075,2,20000,40000
ITEM000345,ORD00140,PROD0019,2,15000,30000
ITEM000346,ORD00141,PROD0102,1,14000,14000
ITEM000347,ORD00141,PROD0011,3,100000,300000
ITEM000348,ORD00141,PROD0026,2,5000,10000
ITEM000349,ORD00142,PROD0033,3,15000,45000
ITEM000350,ORD00142,PROD0022,3,45000,135000
ITEM000351,ORD00143,PROD0070,3,22000,66000
ITEM000352,ORD00143,PROD0108,2,30000,60000
ITEM000353,ORD00144,PROD0115,3,40000,120000
ITEM000354,ORD00144,PROD0108,1,30000,30000
ITEM000355,ORD00145,PROD0115,2,40000,80000
ITEM000356,ORD00145,PROD0113,2,10000,20000
ITEM000357,ORD00145,PROD0095,2,12000,24000
ITEM000358,ORD00145,PROD0105,1,12000,12000
ITEM000359,ORD00146,PROD0043,3,18000,54000
ITEM000360,ORD00146,PROD0056,3,15000,45000
ITEM000361,ORD00146,PROD0119,3,75000,225000
ITEM000362,ORD00146,PROD0061,1,20000,20000
ITEM000363,ORD00147,PROD0041,1,20000,20000
ITEM000364,ORD00147,PROD0111,2,32000,64000
ITEM000365,ORD00147,PROD0113,1,10000,10000
ITEM000366,ORD00147,PROD0104,2,50000,100000
ITEM000367,ORD00148,PROD0094,1,8000,8000
ITEM000368,ORD00149,PROD0018,2,125000,250000
ITEM000369,ORD00150,PROD0039,2,20000,40000
ITEM000370,ORD00151,PROD0011,3,100000,300000
ITEM000371,ORD00151,PROD0122,3,60000,180000
ITEM000372,ORD00151,PROD0081,3,12000,36000
ITEM000373,ORD00152,PROD0086,2,22000,44000
ITEM000374,ORD00152,PROD0010,3,18000,54000
ITEM000375,ORD00153,PROD0013,3,25000,75000
ITEM000376,ORD00153,PROD0108,2,30000,60000
ITEM000377,ORD00153,PROD0033,3,15000,45000
ITEM000378,ORD00153,PROD0092,1,25000,25000
ITEM000379,ORD00154,PROD0016,2,150000,300000
ITEM000380,ORD00155,PROD0115,3,40000,120000
ITEM000381,ORD00155,PROD0023,2,25000,50000
ITEM000382,ORD00155,PROD0055,1,9000,9000
ITEM000383,ORD00156,PROD0101,1,10000,10000
ITEM000384,ORD00156,PROD0050,3,5000,15000
ITEM000385,ORD00156,PROD0011,2,100000,200000
ITEM000386,ORD00157,PROD0045,1,25000,25000
ITEM000387,ORD00158,PROD0122,1,60000,60000
ITEM000388,ORD00159,PROD0061,2,20000,40000
ITEM000389,ORD00159,PROD0122,1,60000,60000
ITEM000390,ORD00159,PROD0060,3,10000,30000
ITEM000391,ORD00160,PROD0077,2,6000,12000
ITEM000392,ORD00160,PROD0039,1,20000,20000
ITEM000393,ORD00160,PROD0002,2,25000,50000
ITEM000394,ORD00160,PROD0076,2,30000,60000
ITEM000395,ORD00161,PROD0079,2,30000,60000
ITEM000396,ORD00161,PROD0037,3,60000,180000
ITEM000397,ORD00161,PROD0027,2,12000,24000
ITEM000398,ORD00162,PROD0009,1,12000,12000
ITEM000399,ORD00163,PROD0068,3,10000,30000
ITEM000400,ORD00163,PROD0037,3,60000,180000
ITEM000401,ORD00163,PROD0097,1,10000,10000
ITEM000402,ORD00163,PROD0084,2,9000,18000
ITEM000403,ORD00164,PROD0046,1,173000,173000
ITEM000404,ORD00165,PROD0003,1,20000,20000
ITEM000405,ORD00165,PROD0119,2,75000,150000
ITEM000406,ORD00165,PROD0080,1,10000,10000
ITEM000407,ORD00166,PROD0026,1,5000,5000
ITEM000408,ORD00166,PROD0033,3,15000,45000
ITEM000409,ORD00166,PROD0111,1,32000,32000
ITEM000410,ORD00166,PROD0092,2,25000,50000
ITEM000411,ORD00167,PROD0014,3,60000,180000
ITEM000412,ORD00167,PROD0061,2,20000,40000
ITEM000413,ORD00167,PROD0101,2,10000,20000
ITEM000414,ORD00167,PROD0088,1,31000,31000
ITEM000415,ORD00168,PROD0024,2,12000,24000
ITEM000416,ORD00168,PROD0042,3,9000,27000
ITEM000417,ORD00168,PROD0053,3,40000,120000
ITEM000418,ORD00168,PROD0099,1,22000,22000
ITEM000419,ORD00169,PROD0017,1,50000,50000
ITEM000420,ORD00169,PROD0067,2,30000,60000
ITEM000421,ORD00169,PROD0097,1,10000,10000
ITEM000422,ORD00170,PROD0018,1,125000,125000
ITEM000423,ORD00171,PROD0101,1,10000,10000
ITEM000424,ORD00171,PROD0013,1,25000,25000
ITEM000425,ORD00171,PROD0093,2,24000,48000
ITEM000426,ORD00172,PROD0108,1,30000,30000
ITEM000427,ORD00172,PROD0094,1,8000,8000
ITEM000428,ORD00172,PROD0110,1,20000,20000
ITEM000429,ORD00173,PROD0026,1,5000,5000
ITEM000430,ORD00174,PROD0091,2,16000,32000
ITEM000431,ORD00174,PROD0010,1,18000,18000
ITEM000432,ORD00174,PROD0099,1,22000,22000
ITEM000433,ORD00174,PROD0109,1,9000,9000
ITEM000434,ORD00175,PROD0023,3,25000,75000
ITEM000435,ORD00175,PROD0062,3,30000,90000
ITEM000436,ORD00175,PROD0021,1,45000,45000
ITEM000437,ORD00175,PROD0076,1,30000,30000
ITEM000438,ORD00176,PROD0097,1,10000,10000
ITEM000439,ORD00176,PROD0066,2,25000,50000
ITEM000440,ORD00177,PROD0049,3,20000,60000
ITEM000441,ORD00178,PROD0072,1,22000,22000
ITEM000442,ORD00179,PROD0044,2,25000,50000
ITEM000443,ORD00179,PROD0063,2,12000,24000
ITEM000444,ORD00179,PROD0067,1,30000,30000
ITEM000445,ORD00179,PROD0022,2,45000,90000
ITEM000446,ORD00180,PROD0004,1,17000,17000
ITEM000447,ORD00180,PROD0074,1,18000,18000
ITEM000448,ORD00180,PROD0120,3,30000,90000
ITEM000449,ORD00181,PROD0089,1,8000,8000
ITEM000450,ORD00181,PROD0120,2,30000,60000
ITEM000451,ORD00181,PROD0094,2,8000,16000
ITEM000452,ORD00181,PROD0017,1,50000,50000
ITEM000453,ORD00182,PROD0087,2,22000,44000
ITEM000454,ORD00182,PROD0064,2,10000,20000
ITEM000455,ORD00183,PROD0106,1,25000,25000
ITEM000456,ORD00183,PROD0089,1,8000,8000
ITEM000457,ORD00183,PROD0110,2,20000,40000
ITEM000458,ORD00183,PROD0068,3,10000,30000
ITEM000459,ORD00184,PROD0045,2,25000,50000
ITEM000460,ORD00185,PROD0103,2,50000,100000
ITEM000461,ORD00186,PROD0110,1,20000,20000
ITEM000462,ORD00186,PROD0003,3,20000,60000
ITEM000463,ORD00187,PROD0016,2,150000,300000
ITEM000464,ORD00187,PROD0032,1,35000,35000
ITEM000465,ORD00187,PROD0084,1,9000,9000
ITEM000466,ORD00187,PROD0023,1,25000,25000
ITEM000467,ORD00188,PROD0074,2,18000,36000
ITEM000468,ORD00188,PROD0024,1,12000,12000
ITEM000469,ORD00188,PROD0033,1,15000,15000
ITEM000470,ORD00189,PROD0105,1,12000,12000
ITEM000471,ORD00189,PROD0075,3,20000,60000
ITEM000472,ORD00189,PROD0031,1,35000,35000
ITEM000473,ORD00189,PROD0047,1,22000,22000
ITEM000474,ORD00190,PROD0061,2,20000,40000
ITEM000475,ORD00190,PROD0095,1,12000,12000
ITEM000476,ORD00191,PROD0060,1,10000,10000
ITEM000477,ORD00191,PROD0108,1,30000,30000
ITEM000478,ORD00191,PROD0089,1,8000,8000
ITEM000479,ORD00192,PROD0046,2,173000,346000
ITEM000480,ORD00193,PROD0080,2,10000,20000
ITEM000481,ORD00194,PROD0032,3,35000,105000
ITEM000482,ORD00195,PROD0088,1,31000,31000
ITEM000483,ORD00195,PROD0063,1,12000,12000
ITEM000484,ORD00195,PROD0074,1,18000,18000
ITEM000485,ORD00196,PROD0053,3,40000,120000
ITEM000486,ORD00196,PROD0104,2,50000,100000
ITEM000487,ORD00197,PROD0091,1,16000,16000
ITEM000488,ORD00198,PROD0009,1,12000,12000
ITEM000489,ORD00198,PROD0002,2,25000,50000
ITEM000490,ORD00199,PROD0023,3,25000,75000
ITEM000491,ORD00199,PROD0041,3,20000,60000
ITEM000492,ORD00199,PROD0083,1,12000,12000
ITEM000493,ORD00200,PROD0050,1,5000,5000
ITEM000494,ORD00200,PROD0047,3,22000,66000
ITEM000495,ORD00201,PROD0044,2,25000,50000
ITEM000496,ORD00201,PROD0063,3,12000,36000
ITEM000497,ORD00202,PROD0123,3,90000,270000
ITEM000498,ORD00202,PROD0042,1,9000,9000
ITEM000499,ORD00202,PROD0076,3,30000,90000
ITEM000500,ORD00202,PROD0109,1,9000,9000
ITEM000501,ORD00203,PROD0010,3,18000,54000
ITEM000502,ORD00203,PROD0020,2,12000,24000
ITEM000503,ORD00203,PROD0070,3,22000,66000
ITEM000504,ORD00203,PROD0072,3,22000,66000
ITEM000505,ORD00204,PROD0106,2,25000,50000
ITEM000506,ORD00205,PROD0105,2,12000,24000
ITEM000507,ORD00205,PROD0038,1,30000,30000
ITEM000508,ORD00206,PROD0100,2,9000,18000
ITEM000509,ORD00206,PROD0115,2,40000,80000
ITEM000510,ORD00206,PROD0024,1,12000,12000
ITEM000511,ORD00207,PROD0116,2,45000,90000
ITEM000512,ORD00207,PROD0077,3,6000,18000
ITEM000513,ORD00207,PROD0001,2,30000,60000
ITEM000514,ORD00208,PROD0114,1,50000,50000
ITEM000515,ORD00209,PROD0041,3,20000,60000
ITEM000516,ORD00210,PROD0054,2,25000,50000
